human,machine
saturday may 19 1979,1979-05-19
may 4 1976,1976-05-04
16 november 2014,2014-11-16
sunday august 2 2009,2009-08-02
may 20 1987,1987-05-20
7 jul 1998,1998-07-07
sunday may 17 2015,2015-05-17
1 10 85,1985-10-01
tuesday november 14 1995,1995-11-14
tuesday december 23 2008,2008-12-23
24 mar 1998,1998-03-24
jun 3 1978,1978-06-03
friday february 22 2013,2013-02-22
wednesday october 6 2010,2010-10-06
sunday december 1 1985,1985-12-01
saturday december 4 1976,1976-12-04
thursday july 1 1993,1993-07-01
6 may 2006,2006-05-06
saturday july 24 1993,1993-07-24
28 jul 1988,1988-07-28
15 mar 1999,1999-03-15
thursday january 16 1986,1986-01-16
sunday november 16 2014,2014-11-16
31.12.77,1977-12-31
saturday december 16 1978,1978-12-16
wednesday june 20 1973,1973-06-20
august 18 2011,2011-08-18
sunday august 25 1991,1991-08-25
02 nov 1972,1972-11-02
thursday may 10 1979,1979-05-10
saturday april 12 2014,2014-04-12
17 september 1982,1982-09-17
thursday november 2 1989,1989-11-02
sunday march 25 2001,2001-03-25
thursday april 10 2003,2003-04-10
december 30 2013,2013-12-30
19 mar 2014,2014-03-19
7/17/94,1994-07-17
25 08 77,1977-08-25
friday september 11 1998,1998-09-11
sunday october 19 2003,2003-10-19
24.01.10,2010-01-24
sunday july 6 2008,2008-07-06
16 mar 2013,2013-03-16
saturday july 11 1970,1970-07-11
wednesday july 7 1976,1976-07-07
16 sep 2008,2008-09-16
27 february 2016,2016-02-27
tuesday july 14 1998,1998-07-14
friday november 22 1985,1985-11-22
11.06.95,1995-06-11
06 nov 1983,1983-11-06
3 04 13,2013-04-03
01 oct 2005,2005-10-01
friday june 10 1977,1977-06-10
thursday september 19 2013,2013-09-19
12 jun 2015,2015-06-12
9 sep 1989,1989-09-09
saturday december 28 2002,2002-12-28
14 aug 1981,1981-08-14
wednesday august 21 1991,1991-08-21
26 jul 1977,1977-07-26
thursday october 31 1974,1974-10-31
28 october 2016,2016-10-28
monday july 25 1994,1994-07-25
saturday june 3 2000,2000-06-03
03 jun 2013,2013-06-03
thursday april 17 1986,1986-04-17
19 dec 2003,2003-12-19
monday june 3 2002,2002-06-03
sunday july 5 1992,1992-07-05
august 7 1999,1999-08-07
june 15 1973,1973-06-15
monday january 26 2015,2015-01-26
19 december 2004,2004-12-19
thursday january 14 1999,1999-01-14
02.01.01,2001-01-02
24 october 1977,1977-10-24
23 june 2005,2005-06-23
tuesday november 16 1999,1999-11-16
tuesday january 29 1985,1985-01-29
monday february 3 1992,1992-02-03
4 february 1999,1999-02-04
thursday august 28 1986,1986-08-28
16 jan 2002,2002-01-16
28 dec 2014,2014-12-28
22 december 1985,1985-12-22
february 1 1987,1987-02-01
saturday august 25 2007,2007-08-25
10/2/03,2003-10-02
apr 16 2007,2007-04-16
monday july 16 2018,2018-07-16
sunday june 14 1992,1992-06-14
8 nov 1982,1982-11-08
19.06.03,2003-06-19
friday august 28 1992,1992-08-28
monday august 15 2016,2016-08-15
february 23 2004,2004-02-23
friday april 15 1983,1983-04-15
tuesday may 12 2009,2009-05-12
25 nov 1981,1981-11-25
13 jul 2010,2010-07-13
sunday august 14 2011,2011-08-14
thursday april 12 1979,1979-04-12
10 february 1974,1974-02-10
saturday july 17 1971,1971-07-17
7 jan 1970,1970-01-07
saturday october 26 2002,2002-10-26
23 august 2008,2008-08-23
11 may 2018,2018-05-11
30 08 96,1996-08-30
28 august 2007,2007-08-28
17 dec 1970,1970-12-17
thursday october 28 1971,1971-10-28
monday july 29 1996,1996-07-29
9 09 02,2002-09-09
14 june 2012,2012-06-14
6 may 2014,2014-05-06
dec 29 2013,2013-12-29
17 jan 1970,1970-01-17
december 16 2010,2010-12-16
saturday april 7 1990,1990-04-07
12/15/70,1970-12-15
friday october 21 2005,2005-10-21
9 08 07,2007-08-09
5/22/70,1970-05-22
8 08 72,1972-08-08
saturday april 29 2017,2017-04-29
2/23/08,2008-02-23
14 may 2013,2013-05-14
18 aug 2008,2008-08-18
october 10 1984,1984-10-10
15 may 2011,2011-05-15
03 mar 1985,1985-03-03
friday april 2 1976,1976-04-02
15 march 1972,1972-03-15
11 jan 1973,1973-01-11
saturday september 27 2008,2008-09-27
saturday november 14 1992,1992-11-14
1 april 1985,1985-04-01
15 08 86,1986-08-15
08 sep 1994,1994-09-08
saturday october 5 1985,1985-10-05
dec 26 2007,2007-12-26
saturday june 17 1978,1978-06-17
sunday july 30 2006,2006-07-30
sunday january 19 1986,1986-01-19
saturday december 18 1976,1976-12-18
4 nov 1981,1981-11-04
15 august 1973,1973-08-15
june 30 2013,2013-06-30
tuesday october 6 2009,2009-10-06
8 07 94,1994-07-08
saturday march 4 1972,1972-03-04
monday september 5 1983,1983-09-05
24 jun 2013,2013-06-24
saturday june 28 1986,1986-06-28
19.10.91,1991-10-19
wednesday october 16 2002,2002-10-16
12 march 2000,2000-03-12
14.08.74,1974-08-14
12/17/10,2010-12-17
february 22 1977,1977-02-22
sep 24 1990,1990-09-24
oct 29 1979,1979-10-29
16 apr 1981,1981-04-16
16 may 1989,1989-05-16
saturday august 20 1977,1977-08-20
wednesday march 10 2010,2010-03-10
friday july 29 1988,1988-07-29
june 14 1985,1985-06-14
7 november 2005,2005-11-07
16 february 1998,1998-02-16
saturday april 11 2015,2015-04-11
tuesday june 17 1975,1975-06-17
monday december 27 1982,1982-12-27
sunday march 6 2011,2011-03-06
12/12/83,1983-12-12
saturday september 3 2011,2011-09-03
9 july 1972,1972-07-09
19 september 2015,2015-09-19
16 feb 1981,1981-02-16
april 22 1990,1990-04-22
friday september 25 2009,2009-09-25
2 october 1973,1973-10-02
friday december 7 1979,1979-12-07
may 19 1997,1997-05-19
friday december 29 1995,1995-12-29
12 dec 1992,1992-12-12
nov 5 2005,2005-11-05
saturday august 30 1997,1997-08-30
3 november 1970,1970-11-03
13 august 1972,1972-08-13
monday july 9 2007,2007-07-09
11 aug 1978,1978-08-11
4 oct 1973,1973-10-04
17 december 2017,2017-12-17
5/5/72,1972-05-05
29 january 1987,1987-01-29
8/12/74,1974-08-12
friday november 20 1998,1998-11-20
friday march 8 1996,1996-03-08
june 24 1999,1999-06-24
15 10 84,1984-10-15
friday january 16 1998,1998-01-16
sunday september 11 1977,1977-09-11
15 may 1989,1989-05-15
sunday february 17 2008,2008-02-17
saturday december 7 1996,1996-12-07
1/7/06,2006-01-07
september 26 1983,1983-09-26
25 jul 1996,1996-07-25
1 september 1984,1984-09-01
7/17/96,1996-07-17
tuesday february 2 1999,1999-02-02
28 01 86,1986-01-28
20 sep 1985,1985-09-20
26 may 1979,1979-05-26
saturday july 20 2002,2002-07-20
31 january 2005,2005-01-31
31 12 14,2014-12-31
10.11.08,2008-11-10
friday january 24 1975,1975-01-24
11 april 1982,1982-04-11
12 march 2001,2001-03-12
27 march 1980,1980-03-27
thursday june 19 1980,1980-06-19
tuesday september 24 1974,1974-09-24
26.04.99,1999-04-26
wednesday december 4 1974,1974-12-04
9 05 01,2001-05-09
7 december 2008,2008-12-07
10 08 75,1975-08-10
3 september 2007,2007-09-03
sunday june 27 1982,1982-06-27
16 december 2002,2002-12-16
saturday february 23 2008,2008-02-23
january 9 2005,2005-01-09
monday october 6 2014,2014-10-06
thursday november 24 2016,2016-11-24
9 february 2013,2013-02-09
may 7 1998,1998-05-07
monday october 10 2011,2011-10-10
tuesday august 14 1984,1984-08-14
february 19 2004,2004-02-19
thursday august 14 1997,1997-08-14
friday february 12 1999,1999-02-12
21 dec 2007,2007-12-21
nov 10 1987,1987-11-10
21.12.73,1973-12-21
sunday april 4 1993,1993-04-04
15 february 1991,1991-02-15
wednesday august 4 2010,2010-08-04
10 may 1982,1982-05-10
9 september 2005,2005-09-09
08 mar 1996,1996-03-08
17 jul 1970,1970-07-17
27 march 2006,2006-03-27
12.09.10,2010-09-12
saturday may 11 1985,1985-05-11
thursday august 14 2003,2003-08-14
saturday october 28 2006,2006-10-28
thursday may 24 1984,1984-05-24
may 20 1972,1972-05-20
november 3 1986,1986-11-03
23 jan 2003,2003-01-23
7 june 1996,1996-06-07
friday february 28 1975,1975-02-28
thursday november 14 1996,1996-11-14
may 2 2014,2014-05-02
30 november 1994,1994-11-30
15 02 00,2000-02-15
25 06 01,2001-06-25
4 sep 1978,1978-09-04
october 29 2009,2009-10-29
25 sep 1991,1991-09-25
friday july 25 1975,1975-07-25
11/8/00,2000-11-08
monday january 27 1975,1975-01-27
december 13 1973,1973-12-13
16 jun 1993,1993-06-16
17 apr 1997,1997-04-17
wednesday november 2 2005,2005-11-02
30 03 88,1988-03-30
thursday september 18 1975,1975-09-18
23 10 08,2008-10-23
thursday march 28 2013,2013-03-28
26 nov 1973,1973-11-26
jul 24 1973,1973-07-24
friday july 29 2016,2016-07-29
july 11 1974,1974-07-11
tuesday january 19 1971,1971-01-19
01.05.01,2001-05-01
3 10 89,1989-10-03
sunday november 1 2009,2009-11-01
wednesday october 21 1992,1992-10-21
march 7 1971,1971-03-07
thursday july 8 1971,1971-07-08
19 sep 1992,1992-09-19
saturday july 9 2011,2011-07-09
18 dec 1985,1985-12-18
saturday august 27 2005,2005-08-27
3 05 06,2006-05-03
20 november 1992,1992-11-20
thursday april 3 1980,1980-04-03
friday january 26 1979,1979-01-26
24 july 1977,1977-07-24
10 feb 1997,1997-02-10
03 jun 2011,2011-06-03
6/29/73,1973-06-29
saturday april 1 2006,2006-04-01
sunday may 14 2006,2006-05-14
september 8 1980,1980-09-08
wednesday february 23 1977,1977-02-23
24 05 85,1985-05-24
thursday september 4 2008,2008-09-04
25 january 1989,1989-01-25
friday july 31 1992,1992-07-31
jan 18 1980,1980-01-18
monday may 19 1975,1975-05-19
19.06.09,2009-06-19
07.02.78,1978-02-07
21 jun 1986,1986-06-21
may 25 1988,1988-05-25
09 sep 2013,2013-09-09
29 december 2004,2004-12-29
friday april 22 1983,1983-04-22
friday may 13 1977,1977-05-13
thursday july 11 1991,1991-07-11
feb 3 1975,1975-02-03
13 11 97,1997-11-13
23 june 1989,1989-06-23
january 15 2004,2004-01-15
wednesday june 28 1989,1989-06-28
1/11/04,2004-01-11
sunday december 17 2006,2006-12-17
sunday august 26 1984,1984-08-26
september 22 1990,1990-09-22
monday december 1 1980,1980-12-01
monday february 15 1999,1999-02-15
tuesday february 16 1982,1982-02-16
tuesday september 28 1982,1982-09-28
30 october 1973,1973-10-30
18 aug 1970,1970-08-18
25 aug 1979,1979-08-25
wednesday october 22 1997,1997-10-22
saturday april 4 2009,2009-04-04
friday november 6 1992,1992-11-06
friday july 23 1993,1993-07-23
tuesday march 27 2012,2012-03-27
may 5 2001,2001-05-05
monday october 28 1996,1996-10-28
october 22 2015,2015-10-22
sunday august 6 2017,2017-08-06
wednesday september 18 2002,2002-09-18
august 4 1984,1984-08-04
friday may 2 2008,2008-05-02
july 19 2014,2014-07-19
14 04 06,2006-04-14
5 october 1999,1999-10-05
13 march 1970,1970-03-13
tuesday november 17 2015,2015-11-17
saturday september 24 1988,1988-09-24
16 05 07,2007-05-16
tuesday august 17 1999,1999-08-17
sunday december 15 1974,1974-12-15
apr 6 1973,1973-04-06
saturday september 24 2016,2016-09-24
august 28 1972,1972-08-28
wednesday october 28 1981,1981-10-28
11 september 2018,2018-09-11
sunday february 24 2002,2002-02-24
27 september 1979,1979-09-27
1 august 1976,1976-08-01
17 february 1979,1979-02-17
thursday february 19 1987,1987-02-19
04.08.82,1982-08-04
saturday may 28 2016,2016-05-28
wednesday may 20 1987,1987-05-20
5 july 1985,1985-07-05
saturday march 8 1980,1980-03-08
7 jul 2017,2017-07-07
tuesday july 24 1973,1973-07-24
31 january 1995,1995-01-31
february 10 1978,1978-02-10
sunday may 15 1983,1983-05-15
monday june 21 1999,1999-06-21
november 14 2004,2004-11-14
9/14/82,1982-09-14
28 aug 1990,1990-08-28
wednesday january 4 2017,2017-01-04
thursday april 17 2003,2003-04-17
22 february 1993,1993-02-22
14 may 2001,2001-05-14
06 apr 1980,1980-04-06
20 jan 2004,2004-01-20
12 dec 2016,2016-12-12
24 08 94,1994-08-24
monday august 10 1987,1987-08-10
september 29 1988,1988-09-29
friday august 29 2003,2003-08-29
saturday august 13 2016,2016-08-13
11 jun 2011,2011-06-11
january 8 1975,1975-01-08
6/12/87,1987-06-12
22 06 16,2016-06-22
12 jun 1971,1971-06-12
sunday february 27 1994,1994-02-27
july 14 1999,1999-07-14
saturday july 12 1975,1975-07-12
3 02 94,1994-02-03
10 may 2002,2002-05-10
19 mar 1990,1990-03-19
12 apr 1976,1976-04-12
thursday july 23 2009,2009-07-23
tuesday december 23 1980,1980-12-23
december 12 1974,1974-12-12
25 01 18,2018-01-25
20 08 72,1972-08-20
8/23/86,1986-08-23
15 september 1999,1999-09-15
sunday may 23 2004,2004-05-23
september 13 2007,2007-09-13
tuesday february 1 2005,2005-02-01
tuesday january 19 1999,1999-01-19
july 2 1973,1973-07-02
16 march 2014,2014-03-16
friday september 26 1980,1980-09-26
friday october 4 2002,2002-10-04
wednesday april 22 1987,1987-04-22
12 01 85,1985-01-12
march 22 1972,1972-03-22
27 02 09,2009-02-27
oct 11 2004,2004-10-11
friday september 18 1987,1987-09-18
jun 17 1994,1994-06-17
friday april 15 1988,1988-04-15
friday january 5 1973,1973-01-05
11 july 2005,2005-07-11
friday august 4 1978,1978-08-04
11 jul 1977,1977-07-11
saturday january 25 1975,1975-01-25
5 february 2003,2003-02-05
05.10.88,1988-10-05
23 may 1984,1984-05-23
1/23/96,1996-01-23
7/14/93,1993-07-14
oct 29 1987,1987-10-29
28 jun 1973,1973-06-28
9 january 1996,1996-01-09
thursday november 30 1972,1972-11-30
monday april 5 1993,1993-04-05
monday december 17 1979,1979-12-17
march 7 2010,2010-03-07
4 feb 1976,1976-02-04
friday october 22 2004,2004-10-22
monday september 25 1989,1989-09-25
wednesday october 18 2000,2000-10-18
monday april 25 1988,1988-04-25
thursday april 21 2005,2005-04-21
29 june 1992,1992-06-29
2 july 2010,2010-07-02
23 june 1977,1977-06-23
09 mar 1997,1997-03-09
1 august 1999,1999-08-01
thursday august 20 1987,1987-08-20
28 june 2010,2010-06-28
20 03 74,1974-03-20
8 02 08,2008-02-08
saturday august 8 2009,2009-08-08
23.01.98,1998-01-23
tuesday march 22 1988,1988-03-22
thursday may 15 1980,1980-05-15
wednesday september 30 1987,1987-09-30
1 september 2010,2010-09-01
monday june 1 1981,1981-06-01
27.09.71,1971-09-27
5/31/14,2014-05-31
3 may 2003,2003-05-03
aug 17 2002,2002-08-17
monday july 29 1974,1974-07-29
14 aug 1981,1981-08-14
6 jun 2002,2002-06-06
25 july 1998,1998-07-25
30.09.70,1970-09-30
jan 30 2017,2017-01-30
7 november 2004,2004-11-07
tuesday august 1 1978,1978-08-01
16 nov 1977,1977-11-16
sunday july 18 2010,2010-07-18
07 nov 1993,1993-11-07
saturday october 18 2014,2014-10-18
sunday august 17 2008,2008-08-17
3 march 2004,2004-03-03
july 5 1974,1974-07-05
saturday september 26 2009,2009-09-26
thursday january 3 2002,2002-01-03
september 6 1982,1982-09-06
thursday january 22 2004,2004-01-22
16 apr 1975,1975-04-16
28 august 2009,2009-08-28
wednesday november 4 2009,2009-11-04
jan 30 1974,1974-01-30
october 3 2018,2018-10-03
7/2/14,2014-07-02
7 dec 1990,1990-12-07
11/22/99,1999-11-22
monday october 26 1992,1992-10-26
nov 23 2011,2011-11-23
10 july 1975,1975-07-10
wednesday november 21 1990,1990-11-21
20 aug 1982,1982-08-20
17 sep 1989,1989-09-17
friday october 16 1987,1987-10-16
22 may 1982,1982-05-22
08 nov 1999,1999-11-08
1/20/09,2009-01-20
saturday february 8 1986,1986-02-08
saturday march 22 2003,2003-03-22
monday april 23 2018,2018-04-23
march 3 1994,1994-03-03
10 july 1990,1990-07-10
thursday october 9 2003,2003-10-09
tuesday august 25 1987,1987-08-25
monday november 21 1983,1983-11-21
friday january 7 2011,2011-01-07
friday october 1 1982,1982-10-01
11 sep 2006,2006-09-11
sunday august 30 1981,1981-08-30
monday december 13 1976,1976-12-13
tuesday november 10 2009,2009-11-10
january 23 1994,1994-01-23
18 august 1971,1971-08-18
february 4 1970,1970-02-04
wednesday october 19 2011,2011-10-19
8 september 1975,1975-09-08
friday january 15 1993,1993-01-15
thursday november 7 1974,1974-11-07
friday july 2 2010,2010-07-02
friday march 19 1999,1999-03-19
wednesday march 18 1992,1992-03-18
april 11 1972,1972-04-11
24 11 71,1971-11-24
2/15/86,1986-02-15
august 25 1994,1994-08-25
16 feb 1993,1993-02-16
saturday december 4 1993,1993-12-04
thursday april 20 2006,2006-04-20
friday january 28 1983,1983-01-28
09 nov 1970,1970-11-09
09.02.79,1979-02-09
february 23 2011,2011-02-23
17 august 2016,2016-08-17
february 18 1981,1981-02-18
23 november 1972,1972-11-23
19 nov 2017,2017-11-19
tuesday april 6 1993,1993-04-06
may 28 1974,1974-05-28
28 may 1977,1977-05-28
28 feb 1970,1970-02-28
23 feb 2008,2008-02-23
august 27 1985,1985-08-27
wednesday july 18 2018,2018-07-18
december 30 2017,2017-12-30
saturday november 24 2007,2007-11-24
7 september 1993,1993-09-07
friday january 5 1990,1990-01-05
thursday february 24 2005,2005-02-24
thursday may 28 1987,1987-05-28
thursday september 25 1975,1975-09-25
december 4 1991,1991-12-04
sunday march 17 1985,1985-03-17
monday october 26 1992,1992-10-26
tuesday may 23 1989,1989-05-23
friday february 2 2018,2018-02-02
thursday june 24 1976,1976-06-24
monday november 21 2005,2005-11-21
23 07 79,1979-07-23
september 30 1985,1985-09-30
july 22 1976,1976-07-22
15 january 1994,1994-01-15
tuesday july 6 2004,2004-07-06
28 june 1973,1973-06-28
17 july 1972,1972-07-17
saturday november 27 2004,2004-11-27
7 march 2003,2003-03-07
17 feb 2004,2004-02-17
wednesday november 21 1990,1990-11-21
march 5 1987,1987-03-05
friday may 5 1972,1972-05-05
1/15/12,2012-01-15
saturday july 12 2014,2014-07-12
6/1/03,2003-06-01
25 may 1982,1982-05-25
16 jun 1998,1998-06-16
sunday august 4 1974,1974-08-04
20 apr 1981,1981-04-20
monday january 21 2008,2008-01-21
7 may 1986,1986-05-07
thursday march 7 1985,1985-03-07
5 may 1992,1992-05-05
may 27 1990,1990-05-27
wednesday april 1 1987,1987-04-01
tuesday december 21 2004,2004-12-21
7/31/85,1985-07-31
december 22 1978,1978-12-22
march 6 1983,1983-03-06
tuesday january 5 2016,2016-01-05
5 12 04,2004-12-05
september 13 1997,1997-09-13
29 jun 2017,2017-06-29
friday february 1 2008,2008-02-01
27 jan 1979,1979-01-27
march 10 2018,2018-03-10
tuesday march 5 1996,1996-03-05
jan 27 1990,1990-01-27
monday november 8 1993,1993-11-08
tuesday may 20 1975,1975-05-20
12.12.86,1986-12-12
august 26 1989,1989-08-26
28 nov 1973,1973-11-28
tuesday march 9 1976,1976-03-09
saturday november 1 2003,2003-11-01
12/7/90,1990-12-07
tuesday november 27 2001,2001-11-27
sep 15 1971,1971-09-15
07 sep 2000,2000-09-07
saturday november 25 1995,1995-11-25
16 july 1990,1990-07-16
5 may 2002,2002-05-05
january 11 2015,2015-01-11
06 sep 2003,2003-09-06
november 28 2003,2003-11-28
8 nov 1984,1984-11-08
05 aug 2004,2004-08-05
14 may 2011,2011-05-14
25 february 2015,2015-02-25
10/21/76,1976-10-21
tuesday march 2 1971,1971-03-02
saturday august 14 1993,1993-08-14
15 07 10,2010-07-15
monday december 13 1971,1971-12-13
saturday july 14 2001,2001-07-14
1/18/18,2018-01-18
21 august 2009,2009-08-21
28 aug 2008,2008-08-28
thursday february 1 1990,1990-02-01
11 may 1990,1990-05-11
25 jan 1987,1987-01-25
12/12/96,1996-12-12
sunday september 20 1987,1987-09-20
monday november 20 1978,1978-11-20
thursday april 5 2001,2001-04-05
wednesday october 14 2015,2015-10-14
september 10 1984,1984-09-10
18 aug 2014,2014-08-18
04.08.10,2010-08-04
saturday june 27 1998,1998-06-27
june 22 1985,1985-06-22
10 jan 1980,1980-01-10
8 september 1978,1978-09-08
4 sep 1989,1989-09-04
10 october 1971,1971-10-10
wednesday november 16 1988,1988-11-16
saturday may 6 1972,1972-05-06
6 october 2011,2011-10-06
tuesday june 30 2015,2015-06-30
january 20 1997,1997-01-20
tuesday june 14 1977,1977-06-14
sunday february 21 1971,1971-02-21
5 february 1980,1980-02-05
18 jul 1980,1980-07-18
saturday december 25 1971,1971-12-25
may 11 1975,1975-05-11
february 15 2003,2003-02-15
may 9 2004,2004-05-09
monday november 27 2017,2017-11-27
friday february 16 1979,1979-02-16
4/16/79,1979-04-16
november 29 1971,1971-11-29
march 8 1995,1995-03-08
15 august 2012,2012-08-15
02 mar 1984,1984-03-02
4/30/70,1970-04-30
07.06.75,1975-06-07
02 feb 1985,1985-02-02
thursday july 28 1994,1994-07-28
dec 7 1981,1981-12-07
august 2 1986,1986-08-02
tuesday december 29 1970,1970-12-29
4/17/79,1979-04-17
31 jul 1971,1971-07-31
saturday august 27 1988,1988-08-27
17.08.87,1987-08-17
wednesday july 4 2012,2012-07-04
monday october 26 2015,2015-10-26
07.07.76,1976-07-07
10 dec 1970,1970-12-10
11 apr 1971,1971-04-11
monday march 19 1973,1973-03-19
wednesday february 10 1993,1993-02-10
24 apr 1972,1972-04-24
13.06.95,1995-06-13
10 oct 1985,1985-10-10
19 november 1979,1979-11-19
monday june 17 1996,1996-06-17
27 aug 1973,1973-08-27
wednesday march 29 1995,1995-03-29
june 19 2011,2011-06-19
saturday june 22 1974,1974-06-22
